,Kolejka,season,home,away,date,hour,gh,ga,IsCancelled,IsWalkover
276,22,1928,Czarni LwÛw,Polonia Warszawa,7/8/1928,17:30,3,0,0,0
277,22,1928,TKS ToruÒ,ålπsk åwiÍtoch≥owice,7/8/1928,17:30,0,3,0,1
278,22,1928,Wis≥a KrakÛw,£ÅKS £ÅÛdü,7/8/1928,17:45,2,4,0,0
279,22,1928,Klub TurystÛw £ÅÛdü,Warszawianka Warszawa,7/8/1928,17:30,3,0,0,0
280,22,1928,Legia Warszawa,Warta PoznaÒ,7/8/1928,17:45,0,1,0,0
281,23,1928,Cracovia,Hasmonea LwÛw,7/15/1928,17:30,3,2,0,0
282,23,1928,Warta PoznaÒ,Czarni LwÛw,7/15/1928,17:30,2,1,0,0
283,23,1928,Polonia Warszawa,PogoÒ LwÛw,7/15/1928,17:30,3,2,0,0
284,23,1928,ålπsk åwiÍtoch≥owice,Wis≥a KrakÛw,7/15/1928,18:00,1,2,0,0
285,23,1928,TKS ToruÒ,Klub TurystÛw £ÅÛdü,7/15/1928,17:30,0,3,0,1
286,24,1928,£ÅKS £ÅÛdü,Cracovia,7/22/1928,17:30,0,0,0,0
287,24,1928,ålπsk åwiÍtoch≥owice,Warta PoznaÒ,7/22/1928,18:00,1,1,0,0
288,24,1928,Polonia Warszawa,Legia Warszawa,7/21/1928,17:30,4,3,0,0
289,24,1928,Czarni LwÛw,TKS ToruÒ,7/22/1928,16:00,2,0,0,0
290,24,1928,Warszawianka Warszawa,Hasmonea LwÛw,7/22/1928,17:30,0,3,0,0
291,24,1928,PogoÒ LwÛw,Klub TurystÛw £ÅÛdü,7/22/1928,17:30,3,2,0,0
292,25,1928,TKS ToruÒ,1. FC Katowice,7/29/1928,17:00,3,4,0,0
293,25,1928,Legia Warszawa,ålπsk åwiÍtoch≥owice,7/29/1928,17:30,3,1,0,0
294,25,1928,Ruch ChorzÛw,PogoÒ LwÛw,7/29/1928,17:30,1,3,0,0
295,25,1928,Hasmonea LwÛw,Wis≥a KrakÛw,7/29/1928,17:30,0,1,0,0
296,25,1928,Warta PoznaÒ,£ÅKS £ÅÛdü,7/29/1928,17:30,3,2,0,0
297,25,1928,Klub TurystÛw £ÅÛdü,Czarni LwÛw,7/29/1928,17:00,3,0,0,0
298,26,1928,ålπsk åwiÍtoch≥owice,Cracovia,8/5/1928,17:30,0,3,0,1
299,26,1928,Klub TurystÛw £ÅÛdü,Polonia Warszawa,8/5/1928,16:30,5,0,0,0
300,26,1928,Czarni LwÛw,Warszawianka Warszawa,8/5/1928,17:30,3,0,0,0
301,26,1928,Wis≥a KrakÛw,TKS ToruÒ,8/5/1928,17:00,9,0,0,0
302,26,1928,Legia Warszawa,1. FC Katowice,8/5/1928,17:00,4,3,0,0
303,26,1928,Hasmonea LwÛw,Ruch ChorzÛw,8/5/1928,16:00,3,4,0,0
304,27,1928,Cracovia,Ruch ChorzÛw,8/12/1928,17:00,2,2,0,0
305,27,1928,PogoÒ LwÛw,Legia Warszawa,8/12/1928,17:00,1,1,0,0
306,27,1928,£ÅKS £ÅÛdü,Hasmonea LwÛw,8/12/1928,16:30,2,2,0,0
307,27,1928,Warszawianka Warszawa,Klub TurystÛw £ÅÛdü,8/12/1928,17:00,3,2,0,0
308,27,1928,ålπsk åwiÍtoch≥owice,Polonia Warszawa,8/12/1928,17:00,0,3,0,1
309,27,1928,1. FC Katowice,Warta PoznaÒ,8/12/1928,17:00,2,1,0,0
310,28,1928,Czarni LwÛw,ålπsk åwiÍtoch≥owice,8/15/1928,17:00,3,0,0,1
311,28,1928,£ÅKS £ÅÛdü,Wis≥a KrakÛw,8/15/1928,17:00,2,1,1,0
312,28,1928,Polonia Warszawa,Hasmonea LwÛw,8/15/1928,17:00,5,0,0,0
313,29,1928,Warta PoznaÒ,TKS ToruÒ,8/19/1928,17:00,2,2,0,0
314,29,1928,PogoÒ LwÛw,£ÅKS £ÅÛdü,8/19/1928,17:00,4,3,0,0
315,29,1928,Ruch ChorzÛw,Wis≥a KrakÛw,8/19/1928,16:30,1,1,0,0
316,29,1928,Warszawianka Warszawa,Cracovia,8/19/1928,17:00,1,1,0,0
317,30,1928,Legia Warszawa,Klub TurystÛw £ÅÛdü,8/26/1928,16:30,4,1,0,0
318,30,1928,Cracovia,TKS ToruÒ,8/26/1928,16:45,3,0,0,1
319,30,1928,ålπsk åwiÍtoch≥owice,PogoÒ LwÛw,8/26/1928,14:30,0,3,0,1
320,30,1928,1. FC Katowice,Czarni LwÛw,8/26/1928,17:00,2,4,0,0
321,30,1928,Hasmonea LwÛw,Warta PoznaÒ,8/26/1928,16:30,1,3,0,0
322,31,1928,Legia Warszawa,Hasmonea LwÛw,9/2/1928,16:30,7,1,0,0
323,31,1928,£ÅKS £ÅÛdü,TKS ToruÒ,9/2/1928,16:00,6,0,0,0
324,31,1928,Warta PoznaÒ,Wis≥a KrakÛw,9/2/1928,16:30,2,0,0,0
325,31,1928,1. FC Katowice,Polonia Warszawa,9/2/1928,16:00,0,2,0,0
326,31,1928,PogoÒ LwÛw,Czarni LwÛw,9/2/1928,16:30,4,0,0,0
327,32,1928,Polonia Warszawa,Warta PoznaÒ,9/9/1928,16:00,1,3,0,0
328,32,1928,ålπsk åwiÍtoch≥owice,Klub TurystÛw £ÅÛdü,9/9/1928,17:00,0,3,0,1
329,32,1928,£ÅKS £ÅÛdü,Legia Warszawa,9/9/1928,16:00,0,1,0,0
330,32,1928,Ruch ChorzÛw,1. FC Katowice,9/9/1928,14:00,1,2,0,0
331,32,1928,Wis≥a KrakÛw,Cracovia,9/9/1928,16:00,5,1,0,0
332,32,1928,Hasmonea LwÛw,PogoÒ LwÛw,9/9/1928,16:00,0,3,0,0
333,32,1928,TKS ToruÒ,Czarni LwÛw,9/9/1928,17:00,0,3,0,1
334,33,1928,Cracovia,PogoÒ LwÛw,9/16/1928,16:00,3,1,0,0
335,33,1928,Czarni LwÛw,Wis≥a KrakÛw,9/16/1928,15:45,2,3,0,0
336,33,1928,TKS ToruÒ,Legia Warszawa,9/16/1928,16:00,2,5,0,0
337,33,1928,Warszawianka Warszawa,Polonia Warszawa,9/16/1928,16:00,3,3,0,0
338,34,1928,Ruch ChorzÛw,£ÅKS £ÅÛdü,9/23/1928,16:00,2,4,0,0
339,34,1928,Klub TurystÛw £ÅÛdü,1. FC Katowice,9/23/1928,11:00,3,2,0,0
340,34,1928,Legia Warszawa,Cracovia,9/23/1928,16:00,3,2,0,0
341,34,1928,Wis≥a KrakÛw,Warszawianka Warszawa,9/23/1928,15:30,6,2,0,0
342,34,1928,Warta PoznaÒ,ålπsk åwiÍtoch≥owice,9/23/1928,17:00,3,0,0,1
343,34,1928,Czarni LwÛw,Hasmonea LwÛw,9/23/1928,11:00,3,0,0,1
344,35,1928,Polonia Warszawa,Wis≥a KrakÛw,9/30/1928,15:15,2,7,0,0
345,35,1928,PogoÒ LwÛw,Warszawianka Warszawa,9/30/1928,11:00,0,1,0,0
346,35,1928,Ruch ChorzÛw,Klub TurystÛw £ÅÛdü,9/30/1928,15:30,2,1,0,0
347,35,1928,Cracovia,Warta PoznaÒ,9/30/1928,15:30,5,2,0,0
348,35,1928,ålπsk åwiÍtoch≥owice,£ÅKS £ÅÛdü,9/30/1928,11:00,1,6,0,0
349,35,1928,Hasmonea LwÛw,1. FC Katowice,9/30/1928,15:30,4,2,0,0
350,36,1928,Warszawianka Warszawa,Legia Warszawa,10/7/1928,15:00,1,7,0,0
351,36,1928,Klub TurystÛw £ÅÛdü,Cracovia,10/7/1928,15:00,1,1,0,0
352,36,1928,Wis≥a KrakÛw,Hasmonea LwÛw,10/7/1928,15:00,4,1,0,0
353,36,1928,PogoÒ LwÛw,Polonia Warszawa,10/7/1928,15:00,4,3,0,0
354,36,1928,Ruch ChorzÛw,Warta PoznaÒ,10/7/1928,15:30,2,2,0,0
355,36,1928,1. FC Katowice,£ÅKS £ÅÛdü,10/7/1928,15:30,1,0,0,0
356,37,1928,Warta PoznaÒ,PogoÒ LwÛw,10/14/1928,15:00,3,2,0,0
357,37,1928,£ÅKS £ÅÛdü,Polonia Warszawa,10/14/1928,15:00,2,0,0,0
358,37,1928,Hasmonea LwÛw,Cracovia,10/14/1928,15:00,0,2,0,0
359,37,1928,Wis≥a KrakÛw,Legia Warszawa,10/14/1928,15:00,2,1,0,0
360,37,1928,Ruch ChorzÛw,Czarni LwÛw,10/14/1928,15:00,3,3,0,0
361,37,1928,Warszawianka Warszawa,TKS ToruÒ,10/14/1928,15:00,3,0,0,1
362,38,1928,Hasmonea LwÛw,Klub TurystÛw £ÅÛdü,10/21/1928,10:30,0,1,0,0
363,38,1928,PogoÒ LwÛw,Wis≥a KrakÛw,10/21/1928,14:30,0,2,0,0
364,38,1928,£ÅKS £ÅÛdü,Czarni LwÛw,10/21/1928,15:00,2,0,0,0
365,38,1928,Warszawianka Warszawa,Warta PoznaÒ,10/21/1928,14:30,1,1,0,0
366,38,1928,TKS ToruÒ,Hasmonea LwÛw,10/21/1928,17:00,0,3,0,1
367,38,1928,ålπsk åwiÍtoch≥owice,Ruch ChorzÛw,10/21/1928,14:30,1,0,0,0
368,38,1928,Cracovia,Polonia Warszawa,10/21/1928,14:30,0,1,0,0
369,39,1928,1. FC Katowice,ålπsk åwiÍtoch≥owice,10/28/1928,15:00,5,0,0,0
370,39,1928,PogoÒ LwÛw,TKS ToruÒ,10/28/1928,17:00,3,0,0,1
371,39,1928,£ÅKS £ÅÛdü,Klub TurystÛw £ÅÛdü,10/28/1928,14:30,1,1,0,0
372,40,1928,Polonia Warszawa,TKS ToruÒ,11/1/1928,17:00,3,0,0,1
373,40,1928,Czarni LwÛw,Cracovia,11/1/1928,11:00,4,3,0,0
374,40,1928,Wis≥a KrakÛw,Klub TurystÛw £ÅÛdü,11/1/1928,14:15,5,0,0,0
375,40,1928,Warszawianka Warszawa,£ÅKS £ÅÛdü,11/1/1928,14:30,0,5,0,0
376,40,1928,ålπsk åwiÍtoch≥owice,Hasmonea LwÛw,11/1/1928,11:30,3,0,0,1
377,41,1928,Warszawianka Warszawa,Ruch ChorzÛw,11/4/1928,11:00,3,1,0,0
378,41,1928,Cracovia,£ÅKS £ÅÛdü,11/4/1928,14:00,7,1,0,0
379,41,1928,Klub TurystÛw £ÅÛdü,TKS ToruÒ,11/4/1928,17:00,3,0,0,1
380,41,1928,Polonia Warszawa,Czarni LwÛw,11/4/1928,12:45,1,0,0,0
381,41,1928,Warta PoznaÒ,Legia Warszawa,11/4/1928,14:00,6,2,0,0
382,41,1928,1. FC Katowice,PogoÒ LwÛw,11/4/1928,14:00,1,0,0,0
383,42,1928,Wis≥a KrakÛw,ålπsk åwiÍtoch≥owice,11/11/1928,14:15,9,2,0,0
384,42,1928,1. FC Katowice,Warszawianka Warszawa,11/11/1928,17:00,2,0,0,0
385,42,1928,Czarni LwÛw,Warta PoznaÒ,11/11/1928,14:15,2,3,0,0
386,42,1928,TKS ToruÒ,Ruch ChorzÛw,11/11/1928,17:00,0,3,0,1
387,42,1928,Legia Warszawa,Polonia Warszawa,11/11/1928,14:00,3,0,0,0
388,43,1928,Warszawianka Warszawa,ålπsk åwiÍtoch≥owice,11/18/1928,11:00,3,2,0,0
389,43,1928,Polonia Warszawa,Ruch ChorzÛw,11/18/1928,12:30,3,4,0,0
390,43,1928,1. FC Katowice,Wis≥a KrakÛw,11/18/1928,13:50,1,1,0,0
391,43,1928,Czarni LwÛw,Legia Warszawa,11/18/1928,11:00,0,1,0,0
392,43,1928,Warta PoznaÒ,Klub TurystÛw £ÅÛdü,11/18/1928,13:30,0,1,0,0
393,44,1928,Hasmonea LwÛw,Warszawianka Warszawa,11/25/1928,17:00,0,3,0,1
394,44,1928,Czarni LwÛw,PogoÒ LwÛw,11/25/1928,11:00,1,1,0,0
395,44,1928,£ÅKS £ÅÛdü,Wis≥a KrakÛw,11/25/1928,13:30,2,1,0,0
396,44,1928,ålπsk åwiÍtoch≥owice,TKS ToruÒ,11/25/1928,17:00,3,0,0,1
397,44,1928,Cracovia,1. FC Katowice,11/25/1928,13:45,6,1,0,0
398,44,1928,Legia Warszawa,Ruch ChorzÛw,11/25/1928,12:00,5,0,0,0
399,1,1929,Ruch ChorzÛw,Polonia Warszawa,3/17/1929,15:00,0,0,1,0
400,2,1929,Legia Warszawa,Ruch ChorzÛw,3/24/1929,15:15,1,2,0,0
401,2,1929,Warta PoznaÒ,Klub TurystÛw £ÅÛdü,3/24/1929,15:30,7,1,0,0
402,2,1929,£ÅKS £ÅÛdü,Polonia Warszawa,3/24/1929,15:30,4,2,0,0
403,3,1929,Wis≥a KrakÛw,Warszawianka Warszawa,3/31/1929,15:45,4,2,0,0
404,4,1929,Ruch ChorzÛw,Warta PoznaÒ,4/7/1929,16:00,2,0,0,0
405,4,1929,Warszawianka Warszawa,Polonia Warszawa,4/7/1929,16:00,2,2,0,0
406,4,1929,Czarni LwÛw,Cracovia,4/7/1929,15:45,2,2,0,0
407,4,1929,£ÅKS £ÅÛdü,Wis≥a KrakÛw,4/7/1929,16:00,2,2,0,0
408,4,1929,Garbarnia KrakÛw,Klub TurystÛw £ÅÛdü,4/7/1929,16:00,8,2,0,0
409,5,1929,PogoÒ LwÛw,Legia Warszawa,4/14/1929,16:00,0,2,0,0
410,5,1929,Cracovia,Ruch ChorzÛw,4/14/1929,16:00,0,3,0,0
411,5,1929,Warta PoznaÒ,Warszawianka Warszawa,4/14/1929,16:00,2,2,0,0
412,5,1929,Polonia Warszawa,Garbarnia KrakÛw,4/14/1929,14:00,1,3,0,0
413,5,1929,Klub TurystÛw £ÅÛdü,1. FC Katowice,4/14/1929,16:00,1,2,0,0
414,6,1929,1. FC Katowice,Cracovia,4/21/1929,16:00,1,0,0,0
415,6,1929,Legia Warszawa,£ÅKS £ÅÛdü,4/21/1929,16:00,0,1,0,0
416,6,1929,PogoÒ LwÛw,Wis≥a KrakÛw,4/21/1929,16:00,2,4,0,0
417,6,1929,Klub TurystÛw £ÅÛdü,Polonia Warszawa,4/21/1929,16:30,0,0,0,0
418,6,1929,Garbarnia KrakÛw,Ruch ChorzÛw,4/21/1929,16:00,1,1,0,0
419,7,1929,Polonia Warszawa,Cracovia,4/28/1929,16:00,1,1,0,0
420,7,1929,1. FC Katowice,Warszawianka Warszawa,4/28/1929,16:00,0,0,0,0
421,7,1929,Wis≥a KrakÛw,Legia Warszawa,4/28/1929,16:15,2,0,0,0
422,7,1929,£ÅKS £ÅÛdü,Ruch ChorzÛw,4/28/1929,16:30,2,1,0,0
423,7,1929,PogoÒ LwÛw,Garbarnia KrakÛw,4/28/1929,16:00,3,2,0,0
424,8,1929,£ÅKS £ÅÛdü,PogoÒ LwÛw,5/5/1929,16:00,2,0,0,0
425,8,1929,Legia Warszawa,Cracovia,5/5/1929,17:00,2,0,0,0
426,8,1929,Czarni LwÛw,Polonia Warszawa,5/5/1929,16:15,6,3,0,0
427,8,1929,1. FC Katowice,Warta PoznaÒ,5/5/1929,16:00,1,1,0,0
428,8,1929,Wis≥a KrakÛw,Garbarnia KrakÛw,5/5/1929,17:00,5,2,0,0
429,9,1929,Warta PoznaÒ,Legia Warszawa,5/9/1929,17:00,3,1,0,0
430,9,1929,Wis≥a KrakÛw,Czarni LwÛw,5/9/1929,17:00,4,4,0,0
431,9,1929,£ÅKS £ÅÛdü,Garbarnia KrakÛw,5/9/1929,17:00,0,0,0,0
432,9,1929,Warszawianka Warszawa,Klub TurystÛw £ÅÛdü,5/9/1929,16:30,0,2,0,0
433,10,1929,Cracovia,Warta PoznaÒ,5/19/1929,17:30,5,0,0,0
434,10,1929,Legia Warszawa,Polonia Warszawa,5/19/1929,17:00,3,2,0,0
435,10,1929,Garbarnia KrakÛw,Warta PoznaÒ,5/20/1929,17:30,3,2,0,0
436,11,1929,Legia Warszawa,1. FC Katowice,5/26/1929,17:30,2,0,0,0
437,11,1929,Wis≥a KrakÛw,Polonia Warszawa,5/26/1929,17:30,4,2,0,0
438,11,1929,£ÅKS £ÅÛdü,Cracovia,5/26/1929,17:00,2,1,0,0
439,11,1929,PogoÒ LwÛw,Czarni LwÛw,5/26/1929,17:00,2,0,0,0
440,12,1929,Ruch ChorzÛw,Wis≥a KrakÛw,5/30/1929,17:00,2,2,0,0
441,12,1929,Garbarnia KrakÛw,Legia Warszawa,5/30/1929,17:30,4,2,0,0
442,12,1929,1. FC Katowice,£ÅKS £ÅÛdü,5/30/1929,17:00,5,2,0,0
443,12,1929,Klub TurystÛw £ÅÛdü,Czarni LwÛw,5/30/1929,17:00,1,1,0,0
444,12,1929,Warszawianka Warszawa,PogoÒ LwÛw,5/30/1929,17:30,1,1,0,0
445,13,1929,PogoÒ LwÛw,1. FC Katowice,6/9/1929,17:00,1,0,0,0
446,13,1929,Warszawianka Warszawa,£ÅKS £ÅÛdü,6/9/1929,17:30,2,0,0,0
447,13,1929,Warta PoznaÒ,Polonia Warszawa,6/9/1929,17:00,3,1,0,0
448,13,1929,Klub TurystÛw £ÅÛdü,Legia Warszawa,6/9/1929,17:00,2,1,0,0
449,13,1929,Ruch ChorzÛw,Czarni LwÛw,6/9/1929,18:00,2,4,0,0
450,13,1929,Cracovia,Wis≥a KrakÛw,6/9/1929,18:00,3,1,0,0
451,14,1929,Garbarnia KrakÛw,Cracovia,6/16/1929,18:00,0,3,0,0
452,14,1929,1. FC Katowice,Czarni LwÛw,6/16/1929,18:00,0,6,0,0
453,14,1929,PogoÒ LwÛw,Ruch ChorzÛw,6/16/1929,17:30,3,4,0,0
454,14,1929,Warta PoznaÒ,Wis≥a KrakÛw,6/16/1929,17:30,5,0,0,0
455,14,1929,Legia Warszawa,Warszawianka Warszawa,6/16/1929,17:30,1,1,0,0
456,14,1929,£ÅKS £ÅÛdü,Klub TurystÛw £ÅÛdü,6/16/1929,17:30,2,1,0,0
457,15,1929,Klub TurystÛw £ÅÛdü,Ruch ChorzÛw,6/23/1929,17:00,3,0,0,0
458,15,1929,Warta PoznaÒ,£ÅKS £ÅÛdü,6/23/1929,18:00,3,1,0,0
459,15,1929,Czarni LwÛw,Garbarnia KrakÛw,6/23/1929,17:30,5,3,0,0
460,15,1929,Polonia Warszawa,1. FC Katowice,6/23/1929,16:30,4,1,0,0
461,15,1929,Cracovia,PogoÒ LwÛw,6/23/1929,18:00,4,3,0,0
462,16,1929,Czarni LwÛw,Warta PoznaÒ,6/29/1929,17:45,1,4,0,0
463,16,1929,Warszawianka Warszawa,Cracovia,6/30/1929,17:30,2,2,0,0
464,16,1929,PogoÒ LwÛw,Warta PoznaÒ,6/30/1929,17:30,2,3,0,0
465,16,1929,Garbarnia KrakÛw,1. FC Katowice,6/30/1929,18:00,2,2,0,0
466,16,1929,Wis≥a KrakÛw,Klub TurystÛw £ÅÛdü,6/29/1929,17:30,5,0,0,0
467,17,1929,Czarni LwÛw,Legia Warszawa,7/7/1929,17:30,1,3,0,0
468,17,1929,Ruch ChorzÛw,Warszawianka Warszawa,7/7/1929,17:30,1,4,0,0
469,17,1929,Polonia Warszawa,PogoÒ LwÛw,7/7/1929,17:30,1,6,0,0
470,17,1929,Cracovia,Klub TurystÛw £ÅÛdü,7/7/1929,16:00,2,1,0,0
471,18,1929,Czarni LwÛw,£ÅKS £ÅÛdü,7/14/1929,17:30,3,3,0,0
472,18,1929,Wis≥a KrakÛw,1. FC Katowice,7/14/1929,17:30,2,1,0,0
473,18,1929,Ruch ChorzÛw,Polonia Warszawa,7/14/1929,18:00,1,2,0,0
474,18,1929,Warszawianka Warszawa,Garbarnia KrakÛw,7/14/1929,17:30,3,4,0,0
475,18,1929,Klub TurystÛw £ÅÛdü,PogoÒ LwÛw,7/14/1929,17:30,3,1,0,0
476,19,1929,Polonia Warszawa,Warta PoznaÒ,7/21/1929,17:00,2,1,0,0
477,19,1929,Wis≥a KrakÛw,Ruch ChorzÛw,7/21/1929,17:30,5,1,0,0
478,19,1929,Czarni LwÛw,Warszawianka Warszawa,7/21/1929,17:00,4,1,0,0
479,19,1929,1. FC Katowice,Klub TurystÛw £ÅÛdü,7/21/1929,18:00,1,3,0,0
480,20,1929,Warta PoznaÒ,1. FC Katowice,7/28/1929,17:30,2,1,0,0
481,20,1929,Garbarnia KrakÛw,£ÅKS £ÅÛdü,7/28/1929,17:30,1,0,0,0
482,21,1929,Ruch ChorzÛw,1. FC Katowice,8/11/1929,17:00,0,0,0,0
483,21,1929,Czarni LwÛw,Klub TurystÛw £ÅÛdü,8/11/1929,16:45,6,1,0,0
484,21,1929,Warszawianka Warszawa,Legia Warszawa,8/11/1929,17:00,1,3,0,0
485,21,1929,Wis≥a KrakÛw,£ÅKS £ÅÛdü,8/11/1929,17:00,1,4,0,0
486,22,1929,Cracovia,Warszawianka Warszawa,8/15/1929,17:00,2,0,0,0
487,22,1929,1. FC Katowice,Garbarnia KrakÛw,8/15/1929,17:00,2,4,0,0
488,22,1929,Polonia Warszawa,Czarni LwÛw,8/15/1929,17:00,2,0,0,0
489,23,1929,Klub TurystÛw £ÅÛdü,Wis≥a KrakÛw,8/18/1929,17:00,0,3,0,0
490,23,1929,Legia Warszawa,Czarni LwÛw,8/18/1929,17:00,4,2,0,0
491,23,1929,Cracovia,£ÅKS £ÅÛdü,8/18/1929,17:25,8,0,0,0
492,23,1929,Warta PoznaÒ,PogoÒ LwÛw,8/18/1929,17:00,3,2,0,0
493,24,1929,£ÅKS £ÅÛdü,Legia Warszawa,8/25/1929,16:30,1,1,0,0
494,24,1929,Warta PoznaÒ,Ruch ChorzÛw,8/25/1929,17:00,5,0,0,0
495,24,1929,Warszawianka Warszawa,Wis≥a KrakÛw,8/25/1929,16:45,3,2,0,0
496,24,1929,PogoÒ LwÛw,Polonia Warszawa,8/25/1929,16:30,0,2,0,0
497,25,1929,PogoÒ LwÛw,Cracovia,9/1/1929,16:30,1,1,0,0
498,25,1929,1. FC Katowice,Legia Warszawa,9/1/1929,16:00,1,2,0,0
499,25,1929,£ÅKS £ÅÛdü,Czarni LwÛw,9/1/1929,16:30,4,2,0,0
500,25,1929,Garbarnia KrakÛw,Wis≥a KrakÛw,9/1/1929,16:30,1,0,0,0
501,25,1929,Polonia Warszawa,Warszawianka Warszawa,9/1/1929,16:30,5,1,0,0
502,26,1929,Warta PoznaÒ,Cracovia,9/8/1929,16:00,2,0,0,0
503,26,1929,Wis≥a KrakÛw,PogoÒ LwÛw,9/8/1929,16:15,3,1,0,0
504,26,1929,£ÅKS £ÅÛdü,Warszawianka Warszawa,9/8/1929,16:00,3,3,0,0
505,26,1929,Polonia Warszawa,Legia Warszawa,9/8/1929,10:30,2,2,0,0
506,26,1929,Czarni LwÛw,1. FC Katowice,9/8/1929,16:00,3,4,0,0
507,26,1929,Ruch ChorzÛw,Garbarnia KrakÛw,9/8/1929,16:00,3,0,1,0
508,27,1929,PogoÒ LwÛw,Warszawianka Warszawa,9/15/1929,16:00,0,1,0,0
509,27,1929,Legia Warszawa,Warta PoznaÒ,9/15/1929,16:00,3,1,0,0
510,27,1929,1. FC Katowice,Ruch ChorzÛw,9/15/1929,16:20,1,1,0,0
511,27,1929,Cracovia,Garbarnia KrakÛw,9/15/1929,16:00,2,2,0,0
512,27,1929,Klub TurystÛw £ÅÛdü,£ÅKS £ÅÛdü,9/15/1929,15:30,0,2,0,0
513,28,1929,1. FC Katowice,Polonia Warszawa,9/22/1929,16:00,4,0,0,0
514,28,1929,PogoÒ LwÛw,Klub TurystÛw £ÅÛdü,9/22/1929,15:30,4,3,0,0
515,28,1929,Wis≥a KrakÛw,Cracovia,9/22/1929,15:30,5,1,0,0
516,28,1929,Warta PoznaÒ,Garbarnia KrakÛw,9/22/1929,15:30,1,5,0,0
517,28,1929,Warszawianka Warszawa,Czarni LwÛw,9/22/1929,15:30,1,0,0,0
518,29,1929,Cracovia,Legia Warszawa,9/29/1929,15:30,3,3,0,0
519,29,1929,Czarni LwÛw,Ruch ChorzÛw,9/29/1929,15:00,2,5,0,0
520,29,1929,Polonia Warszawa,£ÅKS £ÅÛdü,9/29/1929,15:30,1,2,0,0
521,29,1929,Klub TurystÛw £ÅÛdü,Warta PoznaÒ,9/29/1929,16:00,0,3,0,1
522,29,1929,1. FC Katowice,Wis≥a KrakÛw,9/29/1929,16:00,2,4,0,0
523,29,1929,Garbarnia KrakÛw,Warszawianka Warszawa,9/29/1929,10:30,5,0,0,0
524,30,1929,Polonia Warszawa,Ruch ChorzÛw,10/6/1929,15:30,3,0,0,1
525,31,1929,Warta PoznaÒ,Czarni LwÛw,10/13/1929,15:00,1,0,0,0
526,31,1929,Legia Warszawa,Wis≥a KrakÛw,10/13/1929,12:00,1,0,0,0
527,31,1929,PogoÒ LwÛw,£ÅKS £ÅÛdü,10/13/1929,15:00,1,1,0,0
528,31,1929,Klub TurystÛw £ÅÛdü,Garbarnia KrakÛw,10/13/1929,12:00,1,3,0,0
529,31,1929,Cracovia,1. FC Katowice,10/13/1929,14:30,6,1,0,0
530,32,1929,Klub TurystÛw £ÅÛdü,Cracovia,10/20/1929,15:00,1,1,0,0
531,32,1929,Ruch ChorzÛw,£ÅKS £ÅÛdü,10/20/1929,15:00,1,3,0,0
532,32,1929,Legia Warszawa,PogoÒ LwÛw,10/20/1929,14:30,3,2,0,0
533,32,1929,Garbarnia KrakÛw,Polonia Warszawa,10/20/1929,15:00,3,2,0,0
534,32,1929,Czarni LwÛw,Wis≥a KrakÛw,10/20/1929,11:00,4,0,0,0
535,33,1929,Warszawianka Warszawa,Warta PoznaÒ,10/27/1929,11:15,0,4,0,0
536,33,1929,Legia Warszawa,Garbarnia KrakÛw,10/27/1929,13:00,1,1,0,0
537,33,1929,£ÅKS £ÅÛdü,1. FC Katowice,10/27/1929,14:00,0,0,0,0
538,33,1929,Cracovia,Polonia Warszawa,10/27/1929,14:00,5,2,0,0
539,33,1929,Ruch ChorzÛw,Klub TurystÛw £ÅÛdü,10/27/1929,14:00,0,0,0,0
540,33,1929,Czarni LwÛw,PogoÒ LwÛw,10/27/1929,11:30,1,2,0,0
541,34,1929,Garbarnia KrakÛw,Czarni LwÛw,11/3/1929,11:30,3,2,0,0
542,34,1929,1. FC Katowice,PogoÒ LwÛw,11/3/1929,14:00,1,1,0,0
543,34,1929,Polonia Warszawa,Klub TurystÛw £ÅÛdü,11/3/1929,13:00,2,1,0,0
544,34,1929,Ruch ChorzÛw,PogoÒ LwÛw,11/1/1929,14:00,1,3,0,0
545,34,1929,Cracovia,Czarni LwÛw,11/1/1929,11:15,8,0,0,0
546,34,1929,£ÅKS £ÅÛdü,Warta PoznaÒ,11/3/1929,14:00,0,2,0,0
547,35,1929,Wis≥a KrakÛw,Warta PoznaÒ,11/10/1929,11:30,0,0,0,0
548,35,1929,Ruch ChorzÛw,Legia Warszawa,11/10/1929,13:30,1,2,0,0
549,35,1929,Warszawianka Warszawa,1. FC Katowice,11/10/1929,13:00,4,2,0,0
550,36,1929,Ruch ChorzÛw,Cracovia,11/17/1929,13:30,0,0,0,0
551,36,1929,Garbarnia KrakÛw,PogoÒ LwÛw,11/17/1929,11:30,2,2,0,0
552,36,1929,Polonia Warszawa,Wis≥a KrakÛw,11/17/1929,13:00,3,4,0,0
553,36,1929,Klub TurystÛw £ÅÛdü,Warszawianka Warszawa,11/17/1929,13:30,3,0,0,0
554,37,1929,Legia Warszawa,Klub TurystÛw £ÅÛdü,11/24/1929,12:45,1,1,0,0
555,37,1929,Warszawianka Warszawa,Ruch ChorzÛw,11/24/1929,11:00,2,2,0,0
556,38,1929,Ruch ChorzÛw,Garbarnia KrakÛw,12/1/1929,14:00,1,0,0,0
557,1,1930,Garbarnia KrakÛw,Warszawianka Warszawa,3/23/1930,15:00,1,3,0,0
